experiment,run_id,provider,model,thinking_mode,prompt_id,prompt_template,prompt_style,parse_family,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
cnf2_con_mixed,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,4,0.5,0,0.0,4,4,1.0,4,0,0.0
cnf2_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,7,0.875,0,0.0,4,4,1.0,4,3,0.75
cnf2_con_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,4,0.5,4,0.5,4,2,0.5,4,2,0.5
cnf2_con_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,2,0.4,3,0.6,3,2,0.6666666666666666,2,0,0.0
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,134,0.3489583333333333,227,0.5911458333333334,192,75,0.390625,192,59,0.3072916666666667
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,129,0.3359375,227,0.5911458333333334,192,77,0.4010416666666667,192,52,0.2708333333333333
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,147,0.3828125,228,0.59375,192,77,0.4010416666666667,192,70,0.3645833333333333
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,155,0.4036458333333333,227,0.5911458333333334,192,79,0.4114583333333333,192,76,0.3958333333333333
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,265,0.6901041666666666,85,0.22135416666666666,192,127,0.6614583333333334,192,138,0.71875
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,237,0.6171875,64,0.16666666666666666,192,115,0.5989583333333334,192,122,0.6354166666666666
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,201,0.5234375,72,0.1875,192,125,0.6510416666666666,192,76,0.3958333333333333
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,383,237,0.618798955613577,132,0.34464751958224543,192,98,0.5104166666666666,191,139,0.7277486910994765
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,133,0.3463541666666667,251,0.6536458333333334,192,70,0.3645833333333333,192,63,0.328125
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,143,0.3723958333333333,238,0.6197916666666666,192,74,0.3854166666666667,192,69,0.359375
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,136,0.3541666666666667,227,0.5911458333333334,192,78,0.40625,192,58,0.3020833333333333
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,384,39,0.1015625,345,0.8984375,192,15,0.078125,192,24,0.125
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,104,79,0.7596153846153846,12,0.11538461538461539,52,34,0.6538461538461539,52,45,0.8653846153846154
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,103,97,0.941747572815534,2,0.019417475728155338,52,48,0.9230769230769231,51,49,0.9607843137254902
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,104,61,0.5865384615384616,17,0.16346153846153846,52,31,0.5961538461538461,52,30,0.5769230769230769
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,103,97,0.941747572815534,3,0.02912621359223301,52,48,0.9230769230769231,51,49,0.9607843137254902
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,91,61,0.6703296703296703,20,0.21978021978021978,46,29,0.6304347826086957,45,32,0.7111111111111111
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,90,87,0.9666666666666667,0,0.0,45,42,0.9333333333333333,45,45,1.0
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,91,54,0.5934065934065934,6,0.06593406593406594,46,33,0.717391304347826,45,21,0.4666666666666667
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,91,82,0.9010989010989011,6,0.06593406593406594,46,43,0.9347826086956522,45,39,0.8666666666666667
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,149,98,0.6577181208053692,0,0.0,75,57,0.76,74,41,0.5540540540540541
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,148,144,0.972972972972973,0,0.0,74,70,0.9459459459459459,74,74,1.0
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,149,108,0.7248322147651006,0,0.0,75,36,0.48,74,72,0.972972972972973
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,148,141,0.9527027027027027,0,0.0,74,67,0.9054054054054054,74,74,1.0
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,96,58,0.6041666666666666,3,0.03125,48,32,0.6666666666666666,48,26,0.5416666666666666
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,95,83,0.8736842105263158,0,0.0,48,38,0.7916666666666666,47,45,0.9574468085106383
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,96,55,0.5729166666666666,0,0.0,48,10,0.20833333333333334,48,45,0.9375
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,96,79,0.8229166666666666,0,0.0,48,34,0.7083333333333334,48,45,0.9375
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,api_test_001,openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1.0,0,0.0,1,1,1.0,0,0,
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,5,0.625,0,0.0,4,3,0.75,4,2,0.5
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,7,0.875,0,0.0,4,3,0.75,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
horn_yn_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,google,gemini-2.5-flash,think-med,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,3,0.6,0,0.0,3,2,0.6666666666666666,2,1,0.5
horn_yn_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,4,0.8,0,0.0,3,2,0.6666666666666666,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,google,gemini-2.5-pro,think-high,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,anthropic,claude-opus-4-1-20250805,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,google,gemini-2.5-flash,think-med,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,google,gemini-2.5-flash-lite,nothink,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,3,0.6,0,0.0,3,2,0.6666666666666666,2,1,0.5
horn_yn_hornonly,test_5problems,google,gemini-2.5-flash-lite,think-low,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,4,0.8,0,0.0,3,2,0.6666666666666666,2,2,1.0
horn_yn_hornonly,test_5problems,google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
horn_yn_hornonly,test_5problems,openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
