experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,summary_relpath,prompt_template,prompt_style,parse_family,results_rows,provenance_rows,joined_rows,results_only_rows,provenance_only_rows,provenance_error_rows,provenance_full_text_empty_rows
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,227,227
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,227,227
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,227,227
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,227,227
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,0,0
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,0,0
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,0,0
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,383,383,383,0,0,132,132
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,251,251
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,238,238
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,225,225
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,384,384,384,0,0,225,225
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,104,104,104,0,0,0,0
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,103,103,103,0,0,0,0
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,104,104,104,0,0,0,0
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,103,103,103,0,0,0,0
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,91,91,91,0,0,0,0
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,90,90,90,0,0,0,0
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,91,91,91,0,0,0,0
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v2,contradiction,91,91,91,0,0,0,0
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,149,149,149,0,0,0,0
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,148,148,148,0,0,0,0
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,149,149,149,0,0,0,0
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,148,148,148,0,0,0,0
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,96,96,96,0,0,0,0
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,95,95,95,0,0,0,0
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,96,96,96,0,0,0,0
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,horn_if_then,yes_no,96,96,96,0,0,0,0
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash,think-med,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,google,gemini-2.5-pro,think-high,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,api_test_001,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,1,1,1,0,0,0,0
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,google,gemini-2.5-flash,think-med,horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,google,gemini-2.5-pro,think-high,horn_yn_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,horn_yn_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
horn_yn_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,horn_if_then,yes_no,3,3,3,0,0,0,0
