experiment,run_id,provider,model,thinking_mode,parser_era,run_timestamp_iso,run_timestamp_source,results_relpath,provenance_relpath,summary_relpath,total_rows,correct_rows,accuracy,unclear_rows,unclear_rate,parsed_0,parsed_1,parsed_2,group_expected_total,group_missing_rows,maxvars_set,maxlen_set,horn_set,satflag_set,missing_maxvars_vs_group,missing_maxlen_vs_group,missing_horn_vs_group,missing_meta_maxvars,missing_meta_maxlen,missing_meta_horn,missing_meta_satflag,missing_parsed_answer,provenance_exists,provenance_rows,provenance_error_rows,provenance_error_rate,provenance_full_text_empty_rows,provenance_full_text_empty_rate,analysis_usable,analysis_reason,publication_usable,publication_reason
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,384,118,0.307292,227,0.591146,81,76,227,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,227,0.591146,227,0.591146,True,API errors in provenance: 227/384; unclear parses: 227/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 227/384; API errors present: 227/384; empty LLM outputs present: 227/384
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,384,121,0.315104,227,0.591146,66,91,227,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,227,0.591146,227,0.591146,True,API errors in provenance: 227/384; unclear parses: 227/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 227/384; API errors present: 227/384; empty LLM outputs present: 227/384
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,,384,140,0.364583,228,0.593750,82,74,228,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,227,0.591146,227,0.591146,True,API errors in provenance: 227/384; unclear parses: 228/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 228/384; API errors present: 227/384; empty LLM outputs present: 227/384
cnf2_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,384,147,0.382812,227,0.591146,86,71,227,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,227,0.591146,227,0.591146,True,API errors in provenance: 227/384; unclear parses: 227/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 227/384; API errors present: 227/384; empty LLM outputs present: 227/384
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,384,259,0.674479,89,0.231771,157,138,89,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,0,0.000000,0,0.000000,True,unclear parses: 89/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 89/384
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,384,225,0.585938,74,0.192708,168,142,74,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,0,0.000000,0,0.000000,True,unclear parses: 74/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 74/384
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,384,200,0.520833,78,0.203125,105,201,78,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,0,0.000000,0,0.000000,True,unclear parses: 78/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 78/384
cnf2_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,383,237,0.618799,132,0.344648,153,98,132,384,1,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,383,132,0.344648,132,0.344648,True,API errors in provenance: 132/383; unclear parses: 132/383 (re-parse possible from provenance); incomplete vs group max: missing 1/384 rows,False,incomplete vs group max: missing 1/384 rows; unclear parses present (re-parse first): 132/383; API errors present: 132/383; empty LLM outputs present: 132/383
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,,384,133,0.346354,251,0.653646,63,70,251,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,251,0.653646,251,0.653646,True,API errors in provenance: 251/384; unclear parses: 251/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 251/384; API errors present: 251/384; empty LLM outputs present: 251/384
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,384,143,0.372396,238,0.619792,69,77,238,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,238,0.619792,238,0.619792,True,API errors in provenance: 238/384; unclear parses: 238/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 238/384; API errors present: 238/384; empty LLM outputs present: 238/384
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,384,136,0.354167,227,0.591146,58,99,227,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,225,0.585938,225,0.585938,True,API errors in provenance: 225/384; unclear parses: 227/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 227/384; API errors present: 225/384; empty LLM outputs present: 225/384
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,384,39,0.101562,345,0.898438,24,15,345,384,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,384,225,0.585938,225,0.585938,True,API errors in provenance: 225/384; unclear parses: 345/384 (re-parse possible from provenance),False,unclear parses present (re-parse first): 345/384; API errors present: 225/384; empty LLM outputs present: 225/384
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,104,76,0.730769,13,0.125000,58,33,13,104,0,"4,5,6,7,8,9,10","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,104,0,0.000000,0,0.000000,True,unclear parses: 13/104 (re-parse possible from provenance),False,unclear parses present (re-parse first): 13/104
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,103,96,0.932039,2,0.019417,53,48,2,104,1,"4,5,6,7,8,9,10","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,103,0,0.000000,0,0.000000,True,unclear parses: 2/103 (re-parse possible from provenance); incomplete vs group max: missing 1/104 rows,False,incomplete vs group max: missing 1/104 rows; unclear parses present (re-parse first): 2/103
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,104,60,0.576923,18,0.173077,38,48,18,104,0,"4,5,6,7,8,9,10","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,104,0,0.000000,0,0.000000,True,unclear parses: 18/104 (re-parse possible from provenance),False,unclear parses present (re-parse first): 18/104
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,103,96,0.932039,3,0.029126,52,48,3,104,1,"4,5,6,7,8,9,10","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,103,0,0.000000,0,0.000000,True,unclear parses: 3/103 (re-parse possible from provenance); incomplete vs group max: missing 1/104 rows,False,incomplete vs group max: missing 1/104 rows; unclear parses present (re-parse first): 3/103
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,91,56,0.615385,22,0.241758,42,27,22,91,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,91,0,0.000000,0,0.000000,True,unclear parses: 22/91 (re-parse possible from provenance),False,unclear parses present (re-parse first): 22/91
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,90,86,0.955556,0,0.000000,49,41,0,91,1,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,90,0,0.000000,0,0.000000,True,incomplete vs group max: missing 1/91 rows,False,incomplete vs group max: missing 1/91 rows
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,91,54,0.593407,6,0.065934,28,57,6,91,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,91,0,0.000000,0,0.000000,True,unclear parses: 6/91 (re-parse possible from provenance),False,unclear parses present (re-parse first): 6/91
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,91,81,0.890110,6,0.065934,42,43,6,91,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,91,0,0.000000,0,0.000000,True,unclear parses: 6/91 (re-parse possible from provenance),False,unclear parses present (re-parse first): 6/91
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,149,98,0.657718,0,0.000000,59,90,0,149,0,"4,5,6,7,8,9,10,11,12,13","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,149,0,0.000000,0,0.000000,True,ok,True,ok
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,148,144,0.972973,0,0.000000,78,70,0,149,1,"4,5,6,7,8,9,10,11,12,13","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,148,0,0.000000,0,0.000000,True,incomplete vs group max: missing 1/149 rows,False,incomplete vs group max: missing 1/149 rows
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,149,108,0.724832,0,0.000000,111,38,0,149,0,"4,5,6,7,8,9,10,11,12,13","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,149,0,0.000000,0,0.000000,True,ok,True,ok
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,148,141,0.952703,0,0.000000,81,67,0,149,1,"4,5,6,7,8,9,10,11,12,13","2,3,4,5",1,"0,1",,,,0,0,0,0,0,True,148,0,0.000000,0,0.000000,True,incomplete vs group max: missing 1/149 rows,False,incomplete vs group max: missing 1/149 rows
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,96,56,0.583333,3,0.031250,43,50,3,96,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,96,0,0.000000,0,0.000000,True,unclear parses: 3/96 (re-parse possible from provenance),False,unclear parses present (re-parse first): 3/96
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,,95,82,0.863158,0,0.000000,56,39,0,96,1,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,95,0,0.000000,0,0.000000,True,incomplete vs group max: missing 1/96 rows,False,incomplete vs group max: missing 1/96 rows
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,96,55,0.572917,0,0.000000,83,13,0,96,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,96,0,0.000000,0,0.000000,True,ok,True,ok
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,post-parser-enhancement,2025-10-27T21:33:00+00:00,run_id,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,,96,79,0.822917,0,0.000000,59,37,0,96,0,"4,5,6","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,96,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,nothink,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,1,0,0.000000,1,1.000000,0,0,1,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,unclear parses: 1/1 (re-parse possible from provenance),False,unclear parses present (re-parse first): 1/1
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,think-low,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,anthropic,claude-opus-4-1-20250805,think-med,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,anthropic,claude-sonnet-4-5-20250929,think-high,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash,think-med,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,nothink,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,think-low,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,google,gemini-2.5-pro,think-high,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,openai,gpt-5-2025-08-07,think-medium,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,openai,gpt-5-mini-2025-08-07,think-low,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,openai,gpt-5-nano-2025-08-07,nothink,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,api_test_001,openai,gpt-5-pro-2025-10-06,think-high,pre-parser-enhancement,2025-10-15T22:37:15+00:00,results.summary.json,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,1,1,1.000000,0,0.000000,0,1,0,1,0,4,2,1,1,,,,0,0,0,0,0,True,1,0,0.000000,0,0.000000,True,ok,True,ok
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,pre-parser-enhancement,2025-10-15T22:52:03+00:00,results.summary.json,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,3,0,0.000000,3,1.000000,0,0,3,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 3/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 3/3
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,pre-parser-enhancement,2025-10-15T22:52:03+00:00,results.summary.json,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
