experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,total,expected_total,missing_rows_vs_group,unclear,present_maxvars,missing_maxvars_vs_group,present_maxlen,missing_maxlen_vs_group,present_horn,missing_horn_vs_group,provenance_error_rows,provenance_full_text_empty_rows,config_path_guess
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,384,384,0,238,4-15,,2-5,,0-1,,238,238,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_mixed.yaml
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,384,384,0,227,4-15,,2-5,,0-1,,225,225,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_mixed.yaml
cnf2_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,384,384,0,345,4-15,,2-5,,0-1,,225,225,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_mixed.yaml
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,104,104,0,12,4-10,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_hornonly.yaml
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,103,104,1,2,4-10,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_hornonly.yaml
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,104,104,0,17,4-10,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_hornonly.yaml
google_cheap_cnf2_con_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,103,104,1,3,4-10,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_hornonly.yaml
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,91,91,0,20,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_mixed.yaml
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,90,91,1,0,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_mixed.yaml
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,91,91,0,6,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_mixed.yaml
google_cheap_cnf2_con_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,91,91,0,6,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_cnf2_con_mixed.yaml
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,149,149,0,0,4-13,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_hornonly.yaml
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,148,149,1,0,4-13,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_hornonly.yaml
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,149,149,0,0,4-13,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_hornonly.yaml
google_cheap_horn_yn_hornonly,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,148,149,1,0,4-13,,2-5,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_hornonly.yaml
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,nothink,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,96,96,0,3,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_mixed.yaml
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-high,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.provenance.jsonl,95,96,1,0,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_mixed.yaml
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-low,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,96,96,0,0,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_mixed.yaml
google_cheap_horn_yn_mixed,cheap_20251027_2133,google,gemini-2.5-flash-lite,think-med,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.provenance.jsonl,96,96,0,0,4-6,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/google_cheap_horn_yn_mixed.yaml
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,google,gemini-2.5-flash,think-med,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,google,gemini-2.5-pro,think-high,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,api_test_001,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,1,1,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,google,gemini-2.5-flash,think-med,horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,google,gemini-2.5-pro,think-high,horn_yn_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/config_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,horn_yn_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,horn_yn_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,horn_yn_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,horn_yn_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-flash,think-med,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,google,gemini-2.5-pro,think-high,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,horn_yn_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
horn_yn_hornonly,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,horn_yn_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,horn_yn_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/horn_yn_hornonly.yaml
